Date,High,Low,Open,Close,Volume,Adj Close
2020-12-31,1935.6556396484375,1912.146240234375,1917.3026123046875,1930.4727783203125,3578921,1930.4727783203125
2021-01-01,1941.2401123046875,1919.3819580078125,1929.661376953125,1928.3507080078125,2098259,1928.3507080078125
2021-01-02,1984.781982421875,1923.0474853515625,1928.3924560546875,1960.474365234375,5913206,1960.474365234375
2021-01-03,1975.6961669921875,1942.8460693359375,1960.6734619140625,1961.2314453125,4404860,1961.2314453125
2021-01-04,2026.051025390625,1957.37109375,1960.36328125,1997.9852294921875,8343112,1997.9852294921875
2021-01-05,2077.02685546875,1998.2166748046875,1998.6785888671875,2020.681396484375,9875627,2020.681396484375
2021-01-06,2022.6536865234375,1934.655029296875,2020.5965576171875,1962.541748046875,8907860,1962.541748046875
2021-01-07,1975.563232421875,1930.0484619140625,1962.161376953125,1953.2225341796875,10078742,1953.2225341796875
2021-01-08,1955.8719482421875,1851.239501953125,1952.40234375,1875.8663330078125,12024145,1875.8663330078125
2021-01-09,1894.469970703125,1862.502685546875,1875.8519287109375,1883.228515625,5587899,1883.228515625
2021-01-10,1908.9024658203125,1870.50390625,1883.2972412109375,1873.0821533203125,7880186,1873.0821533203125
2021-01-11,1881.574951171875,1837.1741943359375,1875.0626220703125,1861.58837890625,15527267,1861.58837890625
2021-01-12,1878.5723876953125,1843.480712890625,1860.61669921875,1865.8828125,7046866,1865.8828125
2021-01-13,1877.9774169921875,1854.5045166015625,1865.8525390625,1857.8455810546875,6013614,1857.8455810546875
2021-01-14,1875.0145263671875,1848.3958740234375,1854.049560546875,1867.1156005859375,5909831,1867.1156005859375
2021-01-15,1878.8450927734375,1833.740234375,1867.6632080078125,1835.1561279296875,5826786,1835.1561279296875
2021-01-16,1860.19140625,1835.8193359375,1835.8193359375,1844.6737060546875,4373814,1844.6737060546875
2021-01-17,1849.181884765625,1832.7398681640625,1846.2213134765625,1836.578369140625,4143723,1836.578369140625
2021-01-18,1857.6475830078125,1833.5126953125,1835.8857421875,1852.8516845703125,4579572,1852.8516845703125
2021-01-19,1876.0716552734375,1844.818359375,1854.338623046875,1849.832275390625,7437325,1849.832275390625
2021-01-20,1885.578369140625,1846.6011962890625,1849.7835693359375,1884.7095947265625,8064837,1884.7095947265625
2021-01-21,1892.8756103515625,1874.219970703125,1883.427490234375,1883.8507080078125,11604579,1883.8507080078125
2021-01-22,1888.9234619140625,1849.09033203125,1885.024658203125,1864.253173828125,8444281,1864.253173828125
2021-01-23,1870.341064453125,1857.0787353515625,1863.13427734375,1866.4730224609375,3529966,1866.4730224609375
2021-01-24,1872.2694091796875,1857.8214111328125,1866.4989013671875,1859.47021484375,3132995,1859.47021484375
2021-01-25,1868.147216796875,1851.4427490234375,1859.354248046875,1860.4906005859375,4530388,1860.4906005859375
2021-01-26,1869.0614013671875,1853.55126953125,1858.3980712890625,1864.59521484375,4071497,1864.59521484375
2021-01-27,1864.9429931640625,1841.4468994140625,1864.64599609375,1848.29248046875,4654219,1848.29248046875
2021-01-28,1866.9669189453125,1842.660888671875,1848.48095703125,1853.6019287109375,3446108,1853.6019287109375
2021-01-29,1878.31787109375,1846.512939453125,1854.423095703125,1867.6785888671875,7172628,1867.6785888671875
2021-01-30,1875.232421875,1863.806396484375,1867.597412109375,1866.6514892578125,3561840,1866.6514892578125
2021-01-31,1877.97509765625,1859.3941650390625,1865.0294189453125,1873.11181640625,4050030,1873.11181640625
2021-02-01,1881.5780029296875,1863.1500244140625,1873.7911376953125,1866.3408203125,5834433,1866.3408203125
2021-02-02,1870.3759765625,1845.9063720703125,1868.871826171875,1852.4371337890625,5050753,1852.4371337890625
2021-02-03,1858.2303466796875,1846.938232421875,1852.0224609375,1849.3319091796875,4347661,1849.3319091796875
2021-02-04,1850.916259765625,1803.004150390625,1848.45703125,1810.6710205078125,9606509,1810.6710205078125
2021-02-05,1833.1302490234375,1808.4012451171875,1810.82421875,1833.0498046875,7237269,1833.0498046875
2021-02-06,1838.4404296875,1826.4111328125,1832.67578125,1836.3804931640625,6261750,1836.3804931640625
2021-02-07,1847.1409912109375,1823.6590576171875,1836.515380859375,1839.489013671875,6566764,1839.489013671875
2021-02-08,1866.613037109375,1822.4415283203125,1838.832275390625,1848.3377685546875,12013817,1848.3377685546875
2021-02-09,1867.2235107421875,1846.2890625,1847.1962890625,1853.6861572265625,13001510,1853.6861572265625
2021-02-10,1876.293701171875,1850.86669921875,1853.6767578125,1856.9366455078125,11247945,1856.9366455078125
2021-02-11,1863.58837890625,1835.9007568359375,1856.6920166015625,1838.1356201171875,6616416,1838.1356201171875
2021-02-12,1844.104248046875,1824.2923583984375,1837.0469970703125,1844.0841064453125,7842842,1844.0841064453125
2021-02-13,1853.0458984375,1842.0052490234375,1844.2659912109375,1848.615966796875,4969823,1848.615966796875
2021-02-14,1860.087158203125,1841.984130859375,1849.5130615234375,1844.083251953125,5280232,1844.083251953125
2021-02-15,1852.806884765625,1829.1092529296875,1842.696533203125,1833.849609375,6633807,1833.849609375
2021-02-16,1843.8321533203125,1815.983642578125,1833.9017333984375,1817.9237060546875,6758290,1817.9237060546875
2021-02-17,1828.0313720703125,1781.767578125,1817.947265625,1798.0816650390625,9285650,1798.0816650390625
2021-02-18,1810.7666015625,1789.232177734375,1798.30224609375,1789.232177734375,8183831,1789.232177734375
2021-02-19,1811.1734619140625,1773.91357421875,1788.239013671875,1808.0350341796875,13061557,1808.0350341796875
2021-02-20,1834.216552734375,1803.300048828125,1808.0269775390625,1815.8056640625,11777659,1815.8056640625
2021-02-21,1834.0809326171875,1807.5921630859375,1814.4244384765625,1818.6224365234375,7131457,1818.6224365234375
2021-02-22,1832.6199951171875,1802.220703125,1819.985107421875,1825.998779296875,17271740,1825.998779296875
2021-02-23,1841.2645263671875,1799.3831787109375,1825.6220703125,1820.9234619140625,39967948,1820.9234619140625
